"id","updated_at","carbs","dietary_fiber","energy_kcal","energy_kj","fat","name","net_carbs","preparation_time_in_minutes","protein","saturated_fats","servings","sugar","total_fats","total_grams"
193,2024-09-13 06:49:32.523,16.626433333333335,0.2016,283.2749333333333,0.0,23.230819999999998,Τηγανίτες γιαουρτιού με μέλι και κανέλα,0.0,45,1.3957799999999998,0.004708,15,10.997433333333333,23.230819999999998,56.76
194,2024-09-13 06:54:10.847,27.022935714285715,0.10207678571428572,267.1548392857143,0.0,14.001826785714286,Τηγανίτες γεμιστές με φέτα,0.0,40,7.584939285714286,0.0013749999999999997,14,2.0169532142857145,14.001826785714286,85.4875
202,2024-09-13 12:30:39.649,31.220366666666667,4.983358333333334,471.6909166666667,0.0,22.754525000000005,Γαύρος στο φούρνο με λαχανικά,0.0,60,34.953050000000005,0.15675,3,3.8597816666666667,22.754525000000005,432.94166666666666
195,2024-09-13 07:00:36.048,20.42835,2.6350437500000004,205.9830625,0.0,6.505543749999999,Ριζότο θαλασσινών,0.0,60,11.440275000000003,0.06381250000000001,4,4.202745,6.505543749999999,256.46875
197,2024-09-13 08:10:05.611,45.45570000000001,6.0219000000000005,307.46549999999996,0.0,7.880400000000001,Σαλάτα ντάκος,0.0,5,13.063049999999999,0.0075,1,8.389365,7.880400000000001,267.15
198,2024-09-13 08:18:52.229,45.907599999999995,11.822075,239.12425,0.0,4.832275000000001,Σαλάτα ταμπουλέ,0.0,30,7.82,0.19285000000000002,5,2.82947,4.832275000000001,180.575
199,2024-09-13 08:57:50.936,27.4197,2.539275,153.18474999999998,0.0,4.189775000000001,Σαλάτα με ρόκα και παρμεζάνα,0.0,5,3.22905,0.08574999999999999,1,20.475615,4.189775000000001,194.225
200,2024-09-13 09:06:53.323,20.264666666666667,5.715395833333335,216.0702083333333,0.0,10.930895833333333,Σούπα μπρόκολο με τυρί τσένταρ,0.0,60,12.480833333333331,0.2349583333333333,6,4.673041666666666,10.930895833333333,273.8125
201,2024-09-13 09:09:55.064,46.446566666666676,6.190800000000002,305.2085,0.0,4.319966666666667,Σολομός πλακί,0.0,90,20.86135,0.27599999999999997,3,4.1064549999999995,4.319966666666667,415.7166666666667
204,2024-09-13 13:47:10.384,77.89975,0.5918187500000001,589.9714375000001,0.0,0.8658937500000001,Φαλάφελ στο φούρνο,0.0,60,11.115762500000002,0.006812499999999999,4,1.16100375,0.8658937500000001,144.58124999999998
205,2024-09-13 13:52:47.629,25.857500000000005,3.1221875,319.62312499999996,0.0,12.4626875,Τοστ με αυγόφετες στο φούρνο,0.0,15,23.793999999999997,0.009624999999999998,2,3.4741250000000004,12.4626875,183.4375
206,2024-09-14 07:14:39.313,63.825250000000004,11.58034375,712.4615625,0.0,30.58534375,Σουφλέ με σπανάκι και ψωμί του τοστ,0.0,60,47.577125,0.3258125,4,11.753699999999998,30.58534375,732.84375
207,2024-09-14 08:01:26.679,45.051024999999996,9.68301875,364.37068750000003,0.0,16.261393750000003,Μακαρόνια με pesto παντζαριού,0.0,15,14.5272875,0.12556250000000002,4,11.486836249999998,16.261393750000003,248.08125
211,2024-09-14 08:56:19.615,41.57125,0.45,207.29875,0.0,1.22125,Γλυκό ψυγείου με πορτοκάλι,0.0,15,6.08125,0.01875,8,18.7625,1.22125,148.75
212,2024-09-14 09:04:00.269,26.33756666666666,3.879091666666667,137.79725000000005,0.0,3.124591666666667,"Καυτερή σούπα με νουντλς, φασολάκια και πιπεριά",0.0,40,3.00735,0.14941666666666667,3,15.338205,3.124591666666667,219.84166666666667
213,2024-09-14 10:31:10.599,55.230000000000004,24.213187500000004,431.103125,0.0,16.8071875,Μελιτζάνες με αυγά,0.0,35,21.647750000000002,0.7361249999999999,2,30.425950000000004,16.8071875,1065.6875
214,2024-09-17 11:56:23.246,88.98790000000001,8.564633333333335,519.3668333333333,0.0,4.3338,Πατατοσαλάτα με αυγό και αγγουράκι τουρσί,0.0,20,32.05235,0.37833333333333335,3,30.20212166666667,4.3338,587.3833333333333
215,2024-09-17 12:00:04.015,49.235599999999984,11.373543750000001,300.0605625,0.0,3.5395437500000004,Ρύζι με τομάτα στο φούρνο,0.0,40,12.886775000000002,0.12231249999999999,4,8.118995,3.5395437500000004,236.04375
218,2024-09-17 12:50:18.660,14.5594,3.9541749999999998,532.1222499999999,0.0,35.492174999999996,Ντομάτες γεμιστές με καγιανά και τυριά,0.0,30,39.3171,0.019249999999999996,2,9.00498,35.492174999999996,519.925
219,2024-09-17 13:07:45.771,66.752825,0.35490000000000005,514.9715,0.0,22.119025,Κοτόπουλο στον ατμό με ρύζι,0.0,90,8.559825,0.0,2,2.9013649999999997,22.119025,255.725
220,2024-09-17 13:13:47.359,13.554400000000001,4.880674999999999,352.68974999999995,0.0,26.418675,Φασολάκια στον ατμό με καρύδια και μοτσαρέλα,0.0,20,21.048849999999998,4.68275,1,3.2062049999999997,26.418675,195.925
221,2024-09-17 13:17:22.527,20.56385,7.66345,140.76024999999998,0.0,2.7632000000000003,Λαχανικά στον ατμό με σως,0.0,20,7.564025000000001,0.061,2,4.0356825,2.7632000000000003,275.325
